longitude,latitude
-123.705492,48.388598
-123.7048729,48.38680335
-123.7037198,48.38618897
-123.701705,48.3859448
-123.6994118,48.38448877
-123.6965564,48.38267728
-123.6955428,48.38116163
-123.695569,48.37971481
