Longitude,Latitude
-123.70539093017600,48.38793182373050
-123.7054124,48.38720986
-123.7048201,48.38675652
-123.7028468,48.38611265
-123.7009809,48.38558862
-123.6980909,48.38369356
-123.6972997,48.38279901
-123.6967813,48.38170287
-123.6968714,48.38027255
-123.6973742,48.37939057
-123.6984691,48.37844906
