time,salinity,temperature,Latitude,Longitude
2025-08-18T21:27:05.736127318Z,12.7600002288818,19.82292366027830,48.38793182373050,-123.70539093017600
2025-08-18T21:27:12.535482507Z,13.0299997329712,19.805723190307600,48.38793182373050,-123.70539093017600
2025-08-18T21:27:13.986344237Z,13.0600004196167,19.779863357543900,48.38793182373050,-123.70538330078100
2025-08-18T21:27:23.372833629Z,13.1099996566772,19.68500709533690,48.38793182373050,-123.70538330078100
2025-08-18T21:27:28.81301102Z,13.1700000762939,19.667802810668900,48.3879280090332,-123.70538330078100
2025-08-18T21:27:31.494243989Z,13.1499996185303,19.667802810668900,48.3879280090332,-123.70537567138700
2025-08-18T21:27:36.936966562Z,13.1700000762939,19.65913963317870,48.3879280090332,-123.70536804199200
2025-08-18T21:27:39.744763405Z,13.0600004196167,19.65913963317870,48.38792419433590,-123.70536804199200
2025-08-18T21:27:42.426175307Z,13.1800003051758,19.624666213989300,48.38792037963870,-123.70536804199200
2025-08-18T21:27:57.436207049Z,13.1899995803833,19.81432342529300,48.3879280090332,-123.70537567138700
2025-08-18T21:27:58.748737919Z,13.1999998092651,19.857440948486300,48.38793182373050,-123.70537567138700
2025-08-18T21:28:11.032873384Z,13.1300001144409,19.969451904296900,48.38793182373050,-123.70537567138700
2025-08-18T21:28:13.84518768Z,13.1700000762939,19.97804832458500,48.38793182373050,-123.70538330078100
2025-08-18T21:28:22.713516356Z,13.0799999237061,19.909090042114300,48.38793182373050,-123.70538330078100
2025-08-18T21:28:29.484000902Z,13.1300001144409,19.96079444885250,48.38793182373050,-123.70538330078100
2025-08-18T21:28:35.666316157Z,13.1700000762939,19.943601608276400,48.3879280090332,-123.70538330078100
2025-08-18T21:28:43.794162602Z,13.1800003051758,19.883235931396500,48.3879280090332,-123.70539093017600
2025-08-18T21:28:46.48425291Z,13.1499996185303,19.900493621826200,48.38793182373050,-123.70539093017600
2025-08-18T21:28:50.627221048Z,13.1599998474121,19.900493621826200,48.38793182373050,-123.70538330078100
2025-08-18T21:28:53.314042687Z,13.1300001144409,19.883235931396500,48.387935638427700,-123.70538330078100
2025-08-18T21:29:01.452683668Z,13.0500001907349,19.82292366027830,48.387939453125,-123.70537567138700
2025-08-18T21:29:12.316652297Z,13.0600004196167,19.762601852417000,48.38793182373050,-123.70538330078100
2025-08-18T21:29:13.622968836Z,13.039999961853,19.75400161743160,48.38793182373050,-123.70537567138700
2025-08-18T21:29:17.825375574Z,13.0600004196167,19.702272415161100,48.3879280090332,-123.70537567138700
2025-08-18T21:29:20.575171184Z,13.0299997329712,19.67640495300290,48.3879280090332,-123.70538330078100
2025-08-18T21:29:21.863890868Z,13.0600004196167,19.667802810668900,48.38792419433590,-123.70538330078100
2025-08-18T21:29:24.603434232Z,13.0900001525879,19.633270263671900,48.3879280090332,-123.70538330078100
2025-08-18T21:29:28.88299039Z,13.039999961853,19.61606216430660,48.3879280090332,-123.70538330078100
2025-08-18T21:29:35.6046193Z,12.9499998092651,19.61606216430660,48.387935638427700,-123.70538330078100
2025-08-18T21:29:42.423859587Z,13.0,19.555713653564500,48.38793182373050,-123.70538330078100
2025-08-18T21:30:02.426845724Z,13.0100002288818,19.46947479248050,48.3879280090332,-123.70538330078100
2025-08-18T21:30:03.916111782Z,13.0200004577637,19.443593978881800,48.38793182373050,-123.70538330078100
2025-08-18T21:30:05.205302467Z,13.0299997329712,19.426319122314500,48.3879280090332,-123.70538330078100
2025-08-18T21:30:10.707111093Z,13.039999961853,19.572921752929700,48.38792419433590,-123.70538330078100
2025-08-18T21:30:17.415959249Z,12.9899997711182,19.555713653564500,48.38792037963870,-123.70538330078100
2025-08-18T21:30:19.604077803Z,12.9300003051758,19.56431770324710,48.38792037963870,-123.70539093017600
2025-08-18T21:30:23.706889342Z,13.1000003814697,19.59879493713380,48.38792037963870,-123.70539093017600
2025-08-18T21:30:26.407501404Z,13.6300001144409,19.572921752929700,48.38792419433590,-123.70538330078100
2025-08-18T21:30:34.484467663Z,13.2299995422363,19.590190887451200,48.3879280090332,-123.70538330078100
2025-08-18T21:30:35.935557558Z,13.1499996185303,19.581586837768600,48.3879280090332,-123.70537567138700
2025-08-18T21:30:37.233952235Z,13.1000003814697,19.590190887451200,48.38792419433590,-123.70537567138700
2025-08-18T21:30:54.884914056Z,13.5100002288818,19.184701919555700,48.38791275024410,-123.70537567138700
2025-08-18T21:30:56.174910706Z,13.7200002670288,18.98615264892580,48.387908935546900,-123.70537567138700
2025-08-18T21:31:01.557515896Z,13.1300001144409,19.02935218811040,48.387908935546900,-123.70537567138700
2025-08-18T21:31:24.644537327Z,13.0200004577637,18.977537155151400,48.38791275024410,-123.70538330078100
2025-08-18T21:31:29.960528432Z,13.210000038147,19.020675659179700,48.38791275024410,-123.70537567138700
2025-08-18T21:31:31.414629233Z,13.25,19.02935218811040,48.387916564941400,-123.70537567138700
2025-08-18T21:31:39.545845517Z,13.3999996185303,18.95162582397460,48.38791275024410,-123.70538330078100
2025-08-18T21:31:43.527934461Z,13.3299999237061,19.098388671875,48.387908935546900,-123.70538330078100
2025-08-18T21:31:46.345870214Z,13.6400003433228,19.02935218811040,48.387908935546900,-123.70537567138700
2025-08-18T21:31:47.793949175Z,13.6000003814697,19.046581268310500,48.387908935546900,-123.70538330078100
2025-08-18T21:31:50.811647274Z,14.0299997329712,18.917097091674800,48.387908935546900,-123.70537567138700
2025-08-18T21:31:57.513262823Z,15.0799999237061,18.943010330200200,48.387908935546900,-123.70536804199200
2025-08-18T22:06:07.379884425Z,16.8899993896484,21.371448516845700,48.38775634765630,-123.70525360107400
2025-08-18T22:06:11.852342573Z,17.0300006866455,18.48503875732420,48.38773727416990,-123.70525360107400
